Time,Location,tavg,wspd
2022-10-28,Delhi,23.0,1.1
2022-10-29,Delhi,23.0,1.4
2022-10-30,Delhi,22.8,2.5
2022-10-31,Delhi,22.7,1.5
2022-11-01,Delhi,23.1,1.4
2022-11-02,Delhi,23.3,2.2
2022-11-03,Delhi,23.2,2.9
2022-11-04,Delhi,23.3,0.9
2022-11-05,Delhi,23.6,3.2
2022-11-06,Delhi,24.3,2.4
2022-11-07,Delhi,24.3,1.7
2022-11-08,Delhi,23.0,1.4
2022-11-09,Delhi,22.9,1.0
2022-11-10,Delhi,22.5,1.9
2022-11-11,Delhi,21.6,4.5
2022-11-12,Delhi,20.2,4.7
2022-11-13,Delhi,19.5,4.2
2022-11-14,Delhi,21.2,1.9
2022-11-15,Delhi,21.3,1.3
2022-11-16,Delhi,19.8,4.1
2022-11-17,Delhi,18.0,5.2
2022-11-18,Delhi,17.7,2.3
2022-11-19,Delhi,17.6,1.5
2022-11-20,Delhi,17.8,2.8
2022-11-21,Delhi,17.5,3.2
2022-11-22,Delhi,17.9,4.8
2022-11-23,Delhi,17.6,5.3
2022-11-24,Delhi,17.2,3.1
2022-11-25,Delhi,16.5,1.2
2022-11-26,Delhi,17.1,3.4
2022-11-27,Delhi,17.2,1.5
2022-11-28,Delhi,16.6,1.2
2022-11-29,Delhi,16.0,1.2
2022-11-30,Delhi,16.5,2.2
2022-12-01,Delhi,16.6,3.0
2022-12-02,Delhi,16.3,1.5
2022-12-03,Delhi,16.3,0.8
2022-12-04,Delhi,16.4,1.8
2022-12-05,Delhi,16.3,1.5
2022-12-06,Delhi,15.7,5.8
2022-12-07,Delhi,15.9,7.6
2022-12-08,Delhi,16.7,4.3
2022-12-09,Delhi,17.0,2.0
2022-12-10,Delhi,16.8,1.6
2022-12-11,Delhi,16.9,3.0
2022-12-12,Delhi,16.8,3.9
2022-12-13,Delhi,17.1,7.0
2022-12-14,Delhi,16.5,7.3
2022-12-15,Delhi,14.5,4.8
2022-12-16,Delhi,14.4,3.5
2022-12-17,Delhi,14.5,2.6
2022-12-18,Delhi,14.4,1.6
2022-12-19,Delhi,13.6,1.6
2022-12-20,Delhi,13.8,2.8
2022-12-21,Delhi,13.3,0.9
2022-12-22,Delhi,13.0,2.4
2022-12-23,Delhi,12.6,1.6
2022-12-24,Delhi,12.5,4.8
2022-12-25,Delhi,10.2,5.9
2022-12-26,Delhi,9.3,2.7
2022-12-27,Delhi,11.3,7.8
2022-12-28,Delhi,13.5,9.0
2022-12-29,Delhi,14.9,3.0
2022-12-30,Delhi,15.5,4.2
2022-12-31,Delhi,13.7,6.5
2019-01-01,Punjab,10.5,
2019-01-02,Punjab,,
2019-01-03,Punjab,10.9,
2019-01-04,Punjab,11.5,
2019-01-05,Punjab,,
2019-01-06,Punjab,12.0,
2019-01-07,Punjab,11.4,
2019-01-08,Punjab,12.5,
2019-01-09,Punjab,12.2,
2019-01-10,Punjab,11.5,
2019-01-11,Punjab,12.8,
2019-01-12,Punjab,14.2,
2019-01-13,Punjab,13.3,
2019-01-14,Punjab,11.4,
2019-01-15,Punjab,10.0,
2019-01-16,Punjab,,
2019-01-17,Punjab,11.2,
2019-01-18,Punjab,11.8,
2019-01-19,Punjab,13.8,
2019-01-20,Punjab,14.3,
2019-01-21,Punjab,14.7,
2019-01-22,Punjab,11.2,
2019-01-23,Punjab,,
2019-01-24,Punjab,11.8,
2019-01-25,Punjab,11.1,
2019-01-26,Punjab,,
2019-01-27,Punjab,10.7,
2019-01-28,Punjab,11.2,
2019-01-29,Punjab,,
2019-01-30,Punjab,11.4,
2019-01-31,Punjab,,
2019-02-01,Punjab,12.2,
2019-02-02,Punjab,,
2019-02-03,Punjab,12.5,
2019-02-04,Punjab,12.3,
2019-02-05,Punjab,14.9,
2019-02-06,Punjab,16.4,
2019-02-07,Punjab,13.0,
2019-02-08,Punjab,11.8,
2019-02-09,Punjab,,
2019-02-10,Punjab,13.3,
2019-02-11,Punjab,,
2019-02-12,Punjab,15.7,
2019-02-13,Punjab,16.3,
2019-02-14,Punjab,16.3,
2019-02-15,Punjab,16.0,
2019-02-16,Punjab,16.0,
2019-02-17,Punjab,14.6,
2019-02-18,Punjab,14.0,
2019-02-19,Punjab,,
2019-02-20,Punjab,,
2019-02-21,Punjab,,
2019-02-22,Punjab,15.2,
2019-02-23,Punjab,14.7,
2019-02-24,Punjab,14.5,
2019-02-25,Punjab,15.3,
2019-02-26,Punjab,14.7,
2019-02-27,Punjab,12.2,
2019-02-28,Punjab,,
2019-03-01,Punjab,14.9,
2019-03-02,Punjab,14.0,
2019-03-03,Punjab,,
2019-03-04,Punjab,16.2,
2019-03-05,Punjab,16.1,
2019-03-06,Punjab,,
2019-03-07,Punjab,17.0,
2019-03-08,Punjab,15.4,
2019-03-09,Punjab,,
2019-03-10,Punjab,,
2019-03-11,Punjab,15.3,
2019-03-12,Punjab,,
2019-03-13,Punjab,14.4,
2019-03-14,Punjab,14.8,
2019-03-15,Punjab,,
2019-03-16,Punjab,18.6,
2019-03-17,Punjab,,
2019-03-18,Punjab,20.1,
2019-03-19,Punjab,,
2019-03-20,Punjab,21.4,
2019-03-21,Punjab,21.2,
2019-03-22,Punjab,19.9,
2019-03-23,Punjab,20.0,
2019-03-24,Punjab,19.8,
2019-03-25,Punjab,17.5,
2019-03-26,Punjab,20.9,
2019-03-27,Punjab,,
2019-03-28,Punjab,,
2019-03-29,Punjab,24.6,
2019-03-30,Punjab,,
2019-03-31,Punjab,23.7,
2019-04-01,Punjab,23.5,
2019-04-02,Punjab,23.9,
2019-04-03,Punjab,,
2019-04-04,Punjab,,
2019-04-05,Punjab,27.0,
2019-04-06,Punjab,,
2019-04-07,Punjab,26.8,
2019-04-08,Punjab,24.5,
2019-04-09,Punjab,,
2019-04-10,Punjab,,
2019-04-11,Punjab,28.0,
2019-04-12,Punjab,27.0,
2019-04-13,Punjab,26.7,
2019-04-14,Punjab,,
2019-04-15,Punjab,,
2019-04-16,Punjab,24.4,
2019-04-17,Punjab,20.0,
2019-04-18,Punjab,,
2019-04-19,Punjab,,
2019-04-20,Punjab,,
2019-04-21,Punjab,,
2019-04-22,Punjab,,
2019-04-23,Punjab,,
2019-04-24,Punjab,29.9,
2019-04-25,Punjab,29.9,
2019-04-26,Punjab,29.5,
2019-04-27,Punjab,30.3,
2019-04-28,Punjab,,
2019-04-29,Punjab,30.1,
2019-04-30,Punjab,,
2019-05-01,Punjab,31.2,
2019-05-02,Punjab,28.8,
2019-05-03,Punjab,28.9,
2019-05-04,Punjab,29.4,
2019-05-05,Punjab,,
2019-05-06,Punjab,,
2019-05-07,Punjab,31.3,
2019-05-08,Punjab,32.0,
2019-05-09,Punjab,33.2,
2019-05-10,Punjab,32.3,
2019-05-11,Punjab,29.8,
2019-05-12,Punjab,30.7,
2019-05-13,Punjab,29.4,
2019-05-14,Punjab,27.9,
2019-05-15,Punjab,27.7,
2019-05-16,Punjab,28.5,
2019-05-17,Punjab,25.8,
2019-05-18,Punjab,,
2019-05-19,Punjab,,
2019-05-20,Punjab,,
2019-05-21,Punjab,,
2019-05-22,Punjab,33.6,
2019-05-23,Punjab,30.8,
2019-05-24,Punjab,26.5,
2019-05-25,Punjab,28.4,
2019-05-26,Punjab,,
2019-05-27,Punjab,,
2019-05-28,Punjab,33.4,
2019-05-29,Punjab,34.6,
2019-05-30,Punjab,,
2019-05-31,Punjab,36.7,
2019-06-01,Punjab,35.0,
2019-06-02,Punjab,35.2,
2019-06-03,Punjab,32.9,
2019-06-04,Punjab,,
2019-06-05,Punjab,35.3,
2019-06-06,Punjab,32.3,
2019-06-07,Punjab,,
2019-06-08,Punjab,,
2019-06-09,Punjab,35.0,
2019-06-10,Punjab,36.4,
2019-06-11,Punjab,36.4,
2019-06-12,Punjab,33.2,
2019-06-13,Punjab,,
2019-06-14,Punjab,,
2019-06-15,Punjab,34.7,
2019-06-16,Punjab,30.7,
2019-06-17,Punjab,,
2019-06-18,Punjab,25.8,
2019-06-19,Punjab,,
2019-06-20,Punjab,29.1,
2019-06-21,Punjab,30.0,
2019-06-22,Punjab,,
2019-06-23,Punjab,32.9,
2019-06-24,Punjab,28.9,
2019-06-25,Punjab,31.0,
2019-06-26,Punjab,,
2019-06-27,Punjab,32.6,
2019-06-28,Punjab,,
2019-06-29,Punjab,,
2019-06-30,Punjab,33.4,
2019-07-01,Punjab,33.9,
2019-07-02,Punjab,33.5,
2019-07-03,Punjab,34.3,
2019-07-04,Punjab,29.3,
2019-07-05,Punjab,32.2,
2019-07-06,Punjab,28.8,
2019-07-07,Punjab,32.1,
2019-07-08,Punjab,31.7,
2019-07-09,Punjab,28.7,
2019-07-10,Punjab,29.1,
2019-07-11,Punjab,28.7,
2019-07-12,Punjab,28.3,
2019-07-13,Punjab,,
2019-07-14,Punjab,23.6,
2019-07-15,Punjab,,
2019-07-16,Punjab,24.4,
2019-07-17,Punjab,,
2019-07-18,Punjab,,
2019-07-19,Punjab,28.7,
2019-07-20,Punjab,,
2019-07-21,Punjab,,
2019-07-22,Punjab,,
2019-07-23,Punjab,31.4,
2019-07-24,Punjab,32.1,
2019-07-25,Punjab,27.0,
2019-07-26,Punjab,,
2019-07-27,Punjab,26.8,
2019-07-28,Punjab,,
2019-07-29,Punjab,31.0,
2019-07-30,Punjab,29.7,
2019-07-31,Punjab,27.1,
2019-08-01,Punjab,,
2019-08-02,Punjab,26.5,
2019-08-03,Punjab,,
2019-08-04,Punjab,,
2019-08-05,Punjab,30.9,
2019-08-06,Punjab,28.5,
2019-08-07,Punjab,,
2019-08-08,Punjab,32.2,
2019-08-09,Punjab,28.9,
2019-08-10,Punjab,,
2019-08-11,Punjab,30.9,
2019-08-12,Punjab,31.0,
2019-08-13,Punjab,29.3,
2019-08-14,Punjab,29.4,
2019-08-15,Punjab,28.9,
2019-08-16,Punjab,28.4,
2019-08-17,Punjab,25.5,
2019-08-18,Punjab,26.4,
2019-08-19,Punjab,,
2019-08-20,Punjab,,
2019-08-21,Punjab,,
2019-08-22,Punjab,29.1,
2019-08-23,Punjab,30.4,
2019-08-24,Punjab,29.4,
2019-08-25,Punjab,26.4,
2019-08-26,Punjab,29.8,
2019-08-27,Punjab,30.8,
2019-08-28,Punjab,31.7,
2019-08-29,Punjab,29.0,
2019-08-30,Punjab,30.6,
2019-08-31,Punjab,31.5,
2019-09-01,Punjab,28.7,
2019-09-02,Punjab,,
2019-09-03,Punjab,31.0,
2019-09-04,Punjab,28.3,
2019-09-05,Punjab,26.7,
2019-09-06,Punjab,,
2019-09-07,Punjab,29.8,
2019-09-08,Punjab,29.8,
2019-09-09,Punjab,30.5,
2019-09-10,Punjab,31.2,
2019-09-11,Punjab,31.2,
2019-09-12,Punjab,30.3,
2019-09-13,Punjab,29.5,
2019-09-14,Punjab,29.2,
2019-09-15,Punjab,29.4,
2019-09-16,Punjab,,
2019-09-17,Punjab,29.6,
2019-09-18,Punjab,28.2,
2019-09-19,Punjab,27.3,
2019-09-20,Punjab,28.3,
2019-09-21,Punjab,28.9,
2019-09-22,Punjab,27.2,
2019-09-23,Punjab,27.4,
2019-09-24,Punjab,28.3,
2019-09-25,Punjab,28.0,
2019-09-26,Punjab,28.3,
2019-09-27,Punjab,26.7,
2019-09-28,Punjab,25.3,
2019-09-29,Punjab,23.2,
2019-09-30,Punjab,,
2019-10-01,Punjab,,
2019-10-02,Punjab,,
2019-10-03,Punjab,25.6,
2019-10-04,Punjab,23.3,
2019-10-05,Punjab,,
2019-10-06,Punjab,24.9,
2019-10-07,Punjab,24.1,
2019-10-08,Punjab,24.5,
2019-10-09,Punjab,24.5,
2019-10-10,Punjab,24.4,
2019-10-11,Punjab,24.8,
2019-10-12,Punjab,25.3,
2019-10-13,Punjab,25.4,
2019-10-14,Punjab,,
2019-10-15,Punjab,25.3,
2019-10-16,Punjab,24.9,
2019-10-17,Punjab,24.5,
2019-10-18,Punjab,23.4,
2019-10-19,Punjab,,
2019-10-20,Punjab,23.0,
2019-10-21,Punjab,22.3,
2019-10-22,Punjab,22.5,
2019-10-23,Punjab,22.2,
2019-10-24,Punjab,22.6,
2019-10-25,Punjab,22.9,
2019-10-26,Punjab,22.1,
2019-10-27,Punjab,21.7,
2019-10-28,Punjab,21.9,
2019-10-29,Punjab,21.9,
2019-10-30,Punjab,22.3,
2019-10-31,Punjab,22.1,
2019-11-01,Punjab,22.5,
2019-11-02,Punjab,21.3,
2019-11-03,Punjab,21.2,
2019-11-04,Punjab,,
2019-11-05,Punjab,21.4,
2019-11-06,Punjab,21.3,
2019-11-07,Punjab,18.9,
2019-11-08,Punjab,,
2019-11-09,Punjab,19.1,
2019-11-10,Punjab,17.3,
2019-11-11,Punjab,16.4,
2019-11-12,Punjab,,
2019-11-13,Punjab,18.2,
2019-11-14,Punjab,19.3,
2019-11-15,Punjab,20.2,
2019-11-16,Punjab,19.2,
2019-11-17,Punjab,19.3,
2019-11-18,Punjab,18.4,
2019-11-19,Punjab,17.0,
2019-11-20,Punjab,16.7,
2019-11-21,Punjab,17.1,
2019-11-22,Punjab,17.4,
2019-11-23,Punjab,,
2019-11-24,Punjab,,
2019-11-25,Punjab,17.4,
2019-11-26,Punjab,15.7,
2019-11-27,Punjab,,
2019-11-28,Punjab,16.7,
2019-11-29,Punjab,16.6,
2019-11-30,Punjab,16.2,
2019-12-01,Punjab,14.5,
2019-12-02,Punjab,13.8,
2019-12-03,Punjab,13.3,
2019-12-04,Punjab,13.4,
2019-12-05,Punjab,13.2,
2019-12-06,Punjab,,
2019-12-07,Punjab,14.4,
2019-12-08,Punjab,12.5,
2019-12-09,Punjab,14.2,
2019-12-10,Punjab,12.6,
2019-12-11,Punjab,13.7,
2019-12-12,Punjab,14.7,
2019-12-13,Punjab,13.7,
2019-12-14,Punjab,,
2019-12-15,Punjab,13.1,
2019-12-16,Punjab,11.1,
2019-12-17,Punjab,,
2019-12-18,Punjab,9.7,
2019-12-19,Punjab,9.6,
2019-12-20,Punjab,11.4,
2019-12-21,Punjab,10.0,
2019-12-22,Punjab,9.7,
2019-12-23,Punjab,8.8,
2019-12-24,Punjab,,
2019-12-25,Punjab,7.5,
2019-12-26,Punjab,8.0,
2019-12-27,Punjab,7.3,
2019-12-28,Punjab,7.0,
2019-12-29,Punjab,6.6,
2019-12-30,Punjab,,
2019-12-31,Punjab,7.3,
2020-01-01,Punjab,,
2020-01-02,Punjab,11.8,
2020-01-03,Punjab,,
2020-01-04,Punjab,11.3,
2020-01-05,Punjab,13.0,
2020-01-06,Punjab,11.7,
2020-01-07,Punjab,12.0,
2020-01-08,Punjab,10.7,
2020-01-09,Punjab,9.1,
2020-01-10,Punjab,10.0,
2020-01-11,Punjab,11.3,
2020-01-12,Punjab,12.3,
2020-01-13,Punjab,11.4,
2020-01-14,Punjab,9.7,
2020-01-15,Punjab,9.1,
2020-01-16,Punjab,10.1,
2020-01-17,Punjab,9.7,
2020-01-18,Punjab,,
2020-01-19,Punjab,11.0,
2020-01-20,Punjab,12.2,
2020-01-21,Punjab,,
2020-01-22,Punjab,,
2020-01-23,Punjab,11.2,
2020-01-24,Punjab,,
2020-01-25,Punjab,10.7,
2020-01-26,Punjab,,
2020-01-27,Punjab,11.0,
2020-01-28,Punjab,,
2020-01-29,Punjab,,
2020-01-30,Punjab,11.8,
2020-01-31,Punjab,9.4,
2020-02-01,Punjab,,
2020-02-02,Punjab,,
2020-02-03,Punjab,,
2020-02-04,Punjab,12.0,
2020-02-05,Punjab,12.1,
2020-02-06,Punjab,11.3,
2020-02-07,Punjab,12.2,
2020-02-08,Punjab,10.9,
2020-02-09,Punjab,12.5,
2020-02-10,Punjab,12.2,
2020-02-11,Punjab,13.2,
2020-02-12,Punjab,,
2020-02-13,Punjab,,
2020-02-14,Punjab,15.8,
2020-02-15,Punjab,15.5,
2020-02-16,Punjab,16.5,
2020-02-17,Punjab,16.3,
2020-02-18,Punjab,16.5,
2020-02-19,Punjab,16.5,
2020-02-20,Punjab,18.7,
2020-02-21,Punjab,16.3,
2020-02-22,Punjab,,
2020-02-23,Punjab,17.3,
2020-02-24,Punjab,17.5,
2020-02-25,Punjab,17.6,
2020-02-26,Punjab,17.4,
2020-02-27,Punjab,17.8,
2020-02-28,Punjab,18.2,
2020-02-29,Punjab,17.3,
2020-03-01,Punjab,18.7,
2020-03-02,Punjab,18.6,
2020-03-03,Punjab,18.7,
2020-03-04,Punjab,19.0,
2020-03-05,Punjab,18.7,
2020-03-06,Punjab,14.0,
2020-03-07,Punjab,13.4,
2020-03-08,Punjab,,
2020-03-09,Punjab,16.9,
2020-03-10,Punjab,17.7,
2020-03-11,Punjab,16.3,
2020-03-12,Punjab,,
2020-03-13,Punjab,17.1,
2020-03-14,Punjab,12.3,
2020-03-15,Punjab,,
2020-03-16,Punjab,18.7,
2020-03-17,Punjab,,
2020-03-18,Punjab,20.7,
2020-03-19,Punjab,20.8,
2020-03-20,Punjab,20.6,
2020-03-21,Punjab,19.9,
2020-03-22,Punjab,20.6,
2020-03-23,Punjab,21.8,
2020-03-24,Punjab,21.2,
2020-03-25,Punjab,,
2020-03-26,Punjab,22.1,
2020-03-27,Punjab,18.9,
2020-03-28,Punjab,,
2020-03-29,Punjab,21.2,
2020-03-30,Punjab,21.1,
2020-03-31,Punjab,19.7,
2020-04-01,Punjab,,
2020-04-02,Punjab,21.5,
2020-04-03,Punjab,21.2,
2020-04-04,Punjab,,
2020-04-05,Punjab,23.1,
2020-04-06,Punjab,,
2020-04-07,Punjab,21.3,
2020-04-08,Punjab,,
2020-04-09,Punjab,,
2020-04-10,Punjab,,
2020-04-11,Punjab,,
2020-04-12,Punjab,25.9,
2020-04-13,Punjab,,
2020-04-14,Punjab,29.6,
2020-04-15,Punjab,29.6,
2020-04-16,Punjab,28.5,
2020-04-17,Punjab,25.4,
2020-04-18,Punjab,24.6,
2020-04-19,Punjab,25.5,
2020-04-20,Punjab,22.0,
2020-04-21,Punjab,24.0,
2020-04-22,Punjab,25.9,
2020-04-23,Punjab,27.0,
2020-04-24,Punjab,27.4,
2020-04-25,Punjab,24.6,
2020-04-26,Punjab,22.9,
2020-04-27,Punjab,21.3,
2020-04-28,Punjab,,
2020-04-29,Punjab,,
2020-04-30,Punjab,,
2020-05-01,Punjab,29.3,
2020-05-02,Punjab,27.4,
2020-05-03,Punjab,26.1,
2020-05-04,Punjab,26.2,
2020-05-05,Punjab,27.2,
2020-05-06,Punjab,26.4,
2020-05-07,Punjab,27.3,
2020-05-08,Punjab,,
2020-05-09,Punjab,30.1,
2020-05-10,Punjab,24.5,
2020-05-11,Punjab,,
2020-05-12,Punjab,27.4,
2020-05-13,Punjab,27.0,
2020-05-14,Punjab,26.5,
2020-05-15,Punjab,28.7,
2020-05-16,Punjab,,
2020-05-17,Punjab,30.3,
2020-05-18,Punjab,,
2020-05-19,Punjab,29.3,
2020-05-20,Punjab,30.3,
2020-05-21,Punjab,,
2020-05-22,Punjab,32.2,
2020-05-23,Punjab,32.8,
2020-05-24,Punjab,33.0,
2020-05-25,Punjab,,
2020-05-26,Punjab,,
2020-05-27,Punjab,33.8,
2020-05-28,Punjab,29.3,
2020-05-29,Punjab,25.3,
2020-05-30,Punjab,26.3,
2020-05-31,Punjab,24.9,
2020-06-01,Punjab,,
2020-06-02,Punjab,26.7,
2020-06-03,Punjab,,
2020-06-04,Punjab,28.7,
2020-06-05,Punjab,26.9,
2020-06-06,Punjab,,
2020-06-07,Punjab,25.2,
2020-06-08,Punjab,,
2020-06-09,Punjab,,
2020-06-10,Punjab,31.0,
2020-06-11,Punjab,,
2020-06-12,Punjab,32.6,
2020-06-13,Punjab,30.2,
2020-06-14,Punjab,,
2020-06-15,Punjab,32.8,
2020-06-16,Punjab,32.8,
2020-06-17,Punjab,32.7,
2020-06-18,Punjab,,
2020-06-19,Punjab,32.1,
2020-06-20,Punjab,32.0,
2020-06-21,Punjab,30.4,
2020-06-22,Punjab,,
2020-06-23,Punjab,,
2020-06-24,Punjab,29.7,
2020-06-25,Punjab,30.0,
2020-06-26,Punjab,,
2020-06-27,Punjab,,
2020-06-28,Punjab,,
2020-06-29,Punjab,31.4,
2020-06-30,Punjab,31.7,
2020-07-01,Punjab,33.0,
2020-07-02,Punjab,,
2020-07-03,Punjab,,
2020-07-04,Punjab,29.9,
2020-07-05,Punjab,27.9,
2020-07-06,Punjab,,
2020-07-07,Punjab,29.9,
2020-07-08,Punjab,27.2,
2020-07-09,Punjab,,
2020-07-10,Punjab,31.2,
2020-07-11,Punjab,28.0,
2020-07-12,Punjab,25.1,
2020-07-13,Punjab,,
2020-07-14,Punjab,,
2020-07-15,Punjab,29.6,
2020-07-16,Punjab,30.8,
2020-07-17,Punjab,31.1,
2020-07-18,Punjab,30.0,
2020-07-19,Punjab,,
2020-07-20,Punjab,28.2,
2020-07-21,Punjab,25.0,
2020-07-22,Punjab,,
2020-07-23,Punjab,29.5,
2020-07-24,Punjab,29.9,
2020-07-25,Punjab,,
2020-07-26,Punjab,31.0,
2020-07-27,Punjab,32.4,
2020-07-28,Punjab,32.7,
2020-07-29,Punjab,28.9,
2020-07-30,Punjab,26.8,
2020-07-31,Punjab,,
2020-08-01,Punjab,27.0,
2020-08-02,Punjab,30.2,
2020-08-03,Punjab,32.3,
2020-08-04,Punjab,30.2,
2020-08-05,Punjab,,
2020-08-06,Punjab,,
2020-08-07,Punjab,31.2,
2020-08-08,Punjab,,
2020-08-09,Punjab,30.8,
2020-08-10,Punjab,29.5,
2020-08-11,Punjab,,
2020-08-12,Punjab,29.9,
2020-08-13,Punjab,27.4,
2020-08-14,Punjab,29.3,
2020-08-15,Punjab,,
2020-08-16,Punjab,,
2020-08-17,Punjab,28.9,
2020-08-18,Punjab,,
2020-08-19,Punjab,26.3,
2020-08-20,Punjab,27.1,
2020-08-21,Punjab,26.5,
2020-08-22,Punjab,,
2020-08-23,Punjab,29.3,
2020-08-24,Punjab,29.3,
2020-08-25,Punjab,29.3,
2020-08-26,Punjab,29.4,
2020-08-27,Punjab,27.0,
2020-08-28,Punjab,26.9,
2020-08-29,Punjab,,
2020-08-30,Punjab,28.9,
2020-08-31,Punjab,28.4,
2020-09-01,Punjab,29.0,
2020-09-02,Punjab,29.7,
2020-09-03,Punjab,29.0,
2020-09-04,Punjab,,
2020-09-05,Punjab,27.8,
2020-09-06,Punjab,28.6,
2020-09-07,Punjab,29.8,
2020-09-08,Punjab,30.0,
2020-09-09,Punjab,30.0,
2020-09-10,Punjab,30.4,
2020-09-11,Punjab,29.8,
2020-09-12,Punjab,30.7,
2020-09-13,Punjab,30.3,
2020-09-14,Punjab,30.2,
2020-09-15,Punjab,30.8,
2020-09-16,Punjab,31.3,
2020-09-17,Punjab,30.8,
2020-09-18,Punjab,,
2020-09-19,Punjab,30.5,
2020-09-20,Punjab,30.4,
2020-09-21,Punjab,30.4,
2020-09-22,Punjab,29.7,
2020-09-23,Punjab,,
2020-09-24,Punjab,29.4,
2020-09-25,Punjab,29.3,
2020-09-26,Punjab,28.8,
2020-09-27,Punjab,28.3,
2020-09-28,Punjab,28.2,
2020-09-29,Punjab,27.8,
2020-09-30,Punjab,27.8,
2020-10-01,Punjab,27.7,
2020-10-02,Punjab,27.0,
2020-10-03,Punjab,26.8,
2020-10-04,Punjab,26.9,
2020-10-05,Punjab,26.5,
2020-10-06,Punjab,26.6,
2020-10-07,Punjab,26.6,
2020-10-08,Punjab,26.4,
2020-10-09,Punjab,26.3,
2020-10-10,Punjab,26.9,
2020-10-11,Punjab,26.4,
2020-10-12,Punjab,25.9,
2020-10-13,Punjab,26.4,
2020-10-14,Punjab,26.1,
2020-10-15,Punjab,24.4,
2020-10-16,Punjab,24.3,
2020-10-17,Punjab,24.8,
2020-10-18,Punjab,25.0,
2020-10-19,Punjab,22.0,
2020-10-20,Punjab,23.0,
2020-10-21,Punjab,22.7,
2020-10-22,Punjab,22.6,
2020-10-23,Punjab,21.7,
2020-10-24,Punjab,22.2,
2020-10-25,Punjab,,
2020-10-26,Punjab,21.9,
2020-10-27,Punjab,21.2,
2020-10-28,Punjab,20.1,
2020-10-29,Punjab,20.8,
2020-10-30,Punjab,20.6,
2020-10-31,Punjab,20.5,
2020-11-01,Punjab,20.3,
2020-11-02,Punjab,19.2,
2020-11-03,Punjab,18.5,
2020-11-04,Punjab,,
2020-11-05,Punjab,20.9,
2020-11-06,Punjab,19.7,
2020-11-07,Punjab,19.5,
2020-11-08,Punjab,18.0,
2020-11-09,Punjab,18.5,
2020-11-10,Punjab,18.4,
2020-11-11,Punjab,18.4,
2020-11-12,Punjab,18.2,
2020-11-13,Punjab,17.8,
2020-11-14,Punjab,17.3,
2020-11-15,Punjab,18.2,
2020-11-16,Punjab,17.5,
2020-11-17,Punjab,,
2020-11-18,Punjab,15.9,
2020-11-19,Punjab,14.6,
2020-11-20,Punjab,15.5,
2020-11-21,Punjab,14.3,
2020-11-22,Punjab,14.8,
2020-11-23,Punjab,15.1,
2020-11-24,Punjab,15.6,
2020-11-25,Punjab,14.7,
2020-11-26,Punjab,,
2020-11-27,Punjab,,
2020-11-28,Punjab,15.8,
2020-11-29,Punjab,14.3,
2020-11-30,Punjab,14.9,
2020-12-01,Punjab,15.4,
2020-12-02,Punjab,15.8,
2020-12-03,Punjab,15.4,
2020-12-04,Punjab,15.8,
2020-12-05,Punjab,17.6,
2020-12-06,Punjab,17.3,
2020-12-07,Punjab,,
2020-12-08,Punjab,16.6,
2020-12-09,Punjab,17.2,
2020-12-10,Punjab,17.2,
2020-12-11,Punjab,,
2020-12-12,Punjab,16.2,
2020-12-13,Punjab,11.2,
2020-12-14,Punjab,10.6,
2020-12-15,Punjab,,
2020-12-16,Punjab,8.0,
2020-12-17,Punjab,,
2020-12-18,Punjab,,
2020-12-19,Punjab,,
2020-12-20,Punjab,,
2020-12-21,Punjab,11.3,
2020-12-22,Punjab,10.7,
2020-12-23,Punjab,11.3,
2020-12-24,Punjab,11.6,
2020-12-25,Punjab,10.2,
2020-12-26,Punjab,8.5,
2020-12-27,Punjab,10.3,
2020-12-28,Punjab,8.4,
2020-12-29,Punjab,8.2,
2020-12-30,Punjab,8.0,
2020-12-31,Punjab,8.3,
2021-01-01,Punjab,7.1,
2021-01-02,Punjab,10.3,5.0
2021-01-03,Punjab,14.8,9.3
2021-01-04,Punjab,16.1,8.2
2021-01-05,Punjab,15.6,12.6
2021-01-06,Punjab,15.2,7.0
2021-01-07,Punjab,13.1,6.2
2021-01-08,Punjab,12.7,3.8
2021-01-09,Punjab,12.5,7.2
2021-01-10,Punjab,9.6,8.4
2021-01-11,Punjab,9.9,8.6
2021-01-12,Punjab,9.3,7.9
2021-01-13,Punjab,9.3,7.1
2021-01-14,Punjab,8.2,3.4
2021-01-15,Punjab,9.3,3.2
2021-01-16,Punjab,8.5,5.0
2021-01-17,Punjab,10.8,7.6
2021-01-18,Punjab,13.0,5.8
2021-01-19,Punjab,13.3,7.7
2021-01-20,Punjab,12.8,10.7
2021-01-21,Punjab,11.9,9.4
2021-01-22,Punjab,11.7,8.1
2021-01-23,Punjab,13.5,11.5
2021-01-24,Punjab,11.0,5.7
2021-01-25,Punjab,11.2,6.0
2021-01-26,Punjab,10.8,7.0
2021-01-27,Punjab,11.5,7.7
2021-01-28,Punjab,8.7,5.3
2021-01-29,Punjab,10.5,7.6
2021-01-30,Punjab,12.0,8.4
2021-01-31,Punjab,11.9,4.6
2021-02-01,Punjab,13.2,5.6
2021-02-02,Punjab,14.4,5.4
2021-02-03,Punjab,15.9,8.8
2021-02-04,Punjab,11.6,8.5
2021-02-05,Punjab,11.7,4.5
2021-02-06,Punjab,13.6,8.2
2021-02-07,Punjab,14.7,8.3
2021-02-08,Punjab,14.3,6.0
2021-02-09,Punjab,14.4,6.8
