Time,Location,tavg,wspd
2020-11-28,Delhi,16.8,5.3
2020-11-29,Delhi,15.9,1.8
2020-11-30,Delhi,16.0,2.5
2020-12-01,Delhi,16.4,1.2
2020-12-02,Delhi,16.8,3.2
2020-12-03,Delhi,16.9,1.8
2020-12-04,Delhi,17.3,1.7
2020-12-05,Delhi,18.0,3.0
2020-12-06,Delhi,18.3,1.8
2020-12-07,Delhi,18.1,3.1
2020-12-08,Delhi,18.0,0.9
2020-12-09,Delhi,18.2,1.1
2020-12-10,Delhi,18.5,1.7
2020-12-11,Delhi,18.2,1.8
2020-12-12,Delhi,17.6,2.6
2020-12-13,Delhi,14.9,5.7
2020-12-14,Delhi,12.5,3.3
2020-12-15,Delhi,11.2,11.6
2020-12-16,Delhi,11.6,6.7
2020-12-17,Delhi,9.9,8.5
2020-12-18,Delhi,10.9,13.4
2020-12-19,Delhi,12.1,7.4
2020-12-20,Delhi,12.6,5.1
2020-12-21,Delhi,13.6,3.1
2020-12-22,Delhi,13.4,2.0
2020-12-23,Delhi,12.8,1.3
2020-12-24,Delhi,13.0,2.3
2020-12-25,Delhi,12.8,3.8
2020-12-26,Delhi,12.6,4.0
2020-12-27,Delhi,13.5,4.3
2020-12-28,Delhi,13.1,4.0
2020-12-29,Delhi,10.6,6.4
2020-12-30,Delhi,9.8,5.6
2020-12-31,Delhi,9.8,4.6
2021-01-01,Delhi,10.2,1.9
2021-01-02,Delhi,12.9,4.0
2021-01-03,Delhi,13.3,7.2
2021-01-04,Delhi,16.8,4.8
2021-01-05,Delhi,17.7,4.7
2021-01-06,Delhi,17.1,5.1
2021-01-07,Delhi,15.5,5.5
2021-01-08,Delhi,13.6,1.9
2021-01-09,Delhi,14.9,5.6
2021-01-10,Delhi,13.1,9.3
2021-01-11,Delhi,11.8,10.0
2021-01-12,Delhi,11.2,19.0
2021-01-13,Delhi,10.3,4.5
2021-01-14,Delhi,10.7,1.2
2021-01-15,Delhi,12.0,1.7
2021-01-16,Delhi,11.7,4.1
2021-01-17,Delhi,11.3,5.4
2021-01-18,Delhi,13.8,4.4
2021-01-19,Delhi,13.3,7.0
2021-01-20,Delhi,13.1,12.3
2021-01-21,Delhi,14.5,8.5
2021-01-22,Delhi,11.6,5.2
2021-01-23,Delhi,13.5,6.9
2021-01-24,Delhi,12.5,5.6
2021-01-25,Delhi,11.6,4.4
2021-01-26,Delhi,12.2,4.0
2021-01-27,Delhi,12.6,5.1
2021-01-28,Delhi,11.7,1.8
2021-01-29,Delhi,11.9,5.2
2021-01-30,Delhi,12.6,7.6
2021-01-31,Delhi,13.1,3.1
2021-02-01,Delhi,14.8,2.2
2021-02-02,Delhi,15.9,1.9
2021-02-03,Delhi,17.5,5.3
2021-02-04,Delhi,15.9,5.7
2021-02-05,Delhi,14.6,3.4
2021-02-06,Delhi,14.2,5.6
2021-02-07,Delhi,15.0,6.1
2021-02-08,Delhi,15.9,4.0
2021-02-09,Delhi,16.6,3.8
2021-02-10,Delhi,18.1,2.8
2021-02-11,Delhi,18.0,2.7
2021-02-12,Delhi,17.9,3.1
2021-02-13,Delhi,18.0,0.9
2021-02-14,Delhi,18.5,1.1
2021-02-15,Delhi,19.5,2.8
2021-02-16,Delhi,19.8,1.9
2021-02-17,Delhi,18.9,1.6
2021-02-18,Delhi,18.5,0.9
2021-02-19,Delhi,18.3,3.6
2021-02-20,Delhi,18.2,3.8
2021-02-21,Delhi,18.8,5.2
2021-02-22,Delhi,19.7,6.0
2021-02-23,Delhi,21.2,3.8
2021-02-24,Delhi,21.7,4.1
2021-02-25,Delhi,22.3,5.3
2021-02-26,Delhi,23.7,7.3
2021-02-27,Delhi,24.1,6.7
2021-02-28,Delhi,23.4,4.1
2021-03-01,Delhi,21.1,6.9
2021-03-02,Delhi,21.9,10.7
2021-03-03,Delhi,21.8,6.9
2021-03-04,Delhi,22.9,2.0
2021-03-05,Delhi,22.9,7.6
2021-03-06,Delhi,23.3,7.3
2021-03-07,Delhi,24.6,6.3
2021-03-08,Delhi,25.0,7.8
2021-03-09,Delhi,26.1,5.2
2021-03-10,Delhi,26.2,2.7
2021-03-11,Delhi,27.1,4.0
2021-03-12,Delhi,25.0,8.3
2021-03-13,Delhi,25.0,2.7
2021-03-14,Delhi,24.6,4.8
2021-03-15,Delhi,24.3,5.6
2021-03-16,Delhi,24.6,6.1
2021-03-17,Delhi,25.3,3.9
2021-03-18,Delhi,25.4,3.7
2021-03-19,Delhi,25.7,4.4
2021-03-20,Delhi,25.5,6.2
2021-03-21,Delhi,26.4,3.4
2021-03-22,Delhi,26.3,5.5
2021-03-23,Delhi,24.4,7.1
2021-03-24,Delhi,26.8,7.6
2021-03-25,Delhi,23.8,9.8
2021-03-26,Delhi,24.3,7.8
2021-03-27,Delhi,26.2,5.7
2021-03-28,Delhi,27.5,2.8
2021-03-29,Delhi,29.7,5.8
2021-03-30,Delhi,29.7,12.3
2021-03-31,Delhi,28.6,13.6
2021-04-01,Delhi,27.5,12.9
2021-04-02,Delhi,26.0,6.9
2021-04-03,Delhi,24.8,3.2
2021-04-04,Delhi,26.3,5.1
2021-04-05,Delhi,29.0,5.9
2021-04-06,Delhi,29.8,6.8
2021-04-07,Delhi,29.1,6.0
2021-04-08,Delhi,27.4,6.9
2021-04-09,Delhi,26.5,5.7
2021-04-10,Delhi,27.3,6.1
2021-04-11,Delhi,28.3,6.6
2021-04-12,Delhi,29.3,4.8
2021-04-13,Delhi,30.2,8.3
2021-04-14,Delhi,30.7,8.5
2021-04-15,Delhi,31.1,8.6
2021-04-16,Delhi,29.8,6.3
2021-04-17,Delhi,27.4,7.3
2021-04-18,Delhi,28.0,4.3
2021-04-19,Delhi,29.1,6.1
2021-04-20,Delhi,27.5,7.5
2021-04-21,Delhi,26.9,10.3
2021-04-22,Delhi,27.4,6.9
2021-04-23,Delhi,26.6,11.4
2021-04-24,Delhi,26.5,6.7
2021-04-25,Delhi,28.3,6.3
2021-04-26,Delhi,29.5,5.1
2021-04-27,Delhi,31.6,4.9
2021-04-28,Delhi,32.7,5.8
2021-04-29,Delhi,33.1,6.2
2021-04-30,Delhi,32.3,3.9
2021-05-01,Delhi,33.2,6.0
2021-05-02,Delhi,31.9,5.4
2021-05-03,Delhi,31.5,5.8
2021-05-04,Delhi,32.7,6.4
2021-05-05,Delhi,32.7,6.6
2021-05-06,Delhi,30.7,8.6
2021-05-07,Delhi,28.7,5.9
2021-05-08,Delhi,31.0,3.8
2021-05-09,Delhi,31.4,6.3
2021-05-10,Delhi,31.4,7.3
2021-05-11,Delhi,32.3,9.0
2021-05-12,Delhi,31.1,6.7
2021-05-13,Delhi,28.9,9.2
2021-05-14,Delhi,30.2,7.3
2021-05-15,Delhi,30.6,5.6
2021-05-16,Delhi,31.4,2.7
2021-05-17,Delhi,31.8,4.5
2021-05-18,Delhi,28.9,7.5
2021-05-19,Delhi,22.3,8.8
2021-05-20,Delhi,25.7,8.4
2021-05-21,Delhi,26.0,5.9
2021-05-22,Delhi,27.8,5.2
2021-05-23,Delhi,28.0,6.6
2021-05-24,Delhi,29.4,9.9
2021-05-25,Delhi,31.4,8.0
2021-05-26,Delhi,32.0,4.0
2021-05-27,Delhi,32.5,5.1
2021-05-28,Delhi,32.4,8.0
2021-05-29,Delhi,32.6,10.4
2021-05-30,Delhi,32.1,9.5
2021-05-31,Delhi,31.4,6.0
2021-06-01,Delhi,27.2,6.6
2021-06-02,Delhi,30.9,5.4
2021-06-03,Delhi,31.4,4.8
2021-06-04,Delhi,31.3,5.1
2021-06-05,Delhi,30.5,5.4
2021-06-06,Delhi,31.5,5.2
2021-06-07,Delhi,33.9,6.4
2021-06-08,Delhi,36.0,11.4
2021-06-09,Delhi,36.8,12.3
2021-06-10,Delhi,34.8,8.3
2021-06-11,Delhi,32.1,8.3
2021-06-12,Delhi,31.0,11.6
2021-06-13,Delhi,30.9,7.6
2021-06-14,Delhi,32.9,5.5
2021-06-15,Delhi,32.5,6.8
2021-06-16,Delhi,29.9,7.7
2021-06-17,Delhi,31.2,6.7
2021-06-18,Delhi,31.0,7.4
2021-06-19,Delhi,30.0,8.0
2021-06-20,Delhi,29.8,8.8
2021-06-21,Delhi,32.6,5.2
2021-06-22,Delhi,34.3,6.9
2021-06-23,Delhi,34.5,5.0
2021-06-24,Delhi,32.8,7.3
2021-06-25,Delhi,32.3,5.7
2021-06-26,Delhi,31.6,6.2
2021-06-27,Delhi,33.3,4.2
2021-06-28,Delhi,34.1,4.6
2021-06-29,Delhi,35.6,5.8
2021-06-30,Delhi,36.6,13.3
2021-07-01,Delhi,37.4,13.4
2021-07-02,Delhi,35.1,11.9
2021-07-03,Delhi,31.6,8.4
2021-07-04,Delhi,32.6,6.2
2021-07-05,Delhi,34.1,7.0
2021-07-06,Delhi,35.1,6.7
2021-07-07,Delhi,36.3,8.8
2021-07-08,Delhi,35.6,9.0
2021-07-09,Delhi,33.2,8.5
2021-07-10,Delhi,34.6,7.8
2021-07-11,Delhi,33.5,10.8
2021-07-12,Delhi,31.7,12.1
2021-07-13,Delhi,28.4,7.3
2021-07-14,Delhi,27.2,6.3
2021-07-15,Delhi,31.3,5.9
2021-07-16,Delhi,33.2,6.0
2021-07-17,Delhi,33.9,4.2
2021-07-18,Delhi,31.1,6.5
2021-07-19,Delhi,26.1,4.9
2021-07-20,Delhi,27.4,5.5
2021-07-21,Delhi,29.9,5.2
2021-07-22,Delhi,30.6,5.3
2021-07-23,Delhi,30.5,4.9
2021-07-24,Delhi,31.6,4.3
2021-07-25,Delhi,33.1,5.4
2021-07-26,Delhi,31.6,5.0
2021-07-27,Delhi,29.5,5.6
2021-07-28,Delhi,26.6,3.8
2021-07-29,Delhi,27.6,3.8
2021-07-30,Delhi,27.4,2.2
2021-07-31,Delhi,30.3,4.3
2021-08-01,Delhi,28.6,2.5
2021-08-02,Delhi,29.5,2.2
2021-08-03,Delhi,30.7,5.8
2021-08-04,Delhi,30.7,6.3
2021-08-05,Delhi,31.3,3.0
2021-08-06,Delhi,31.8,2.4
2021-08-07,Delhi,30.8,2.8
2021-08-08,Delhi,28.9,2.3
2021-08-09,Delhi,29.4,3.3
2021-08-10,Delhi,31.4,7.2
2021-08-11,Delhi,32.3,11.7
2021-08-12,Delhi,32.3,9.8
2021-08-13,Delhi,32.8,9.3
2021-08-14,Delhi,32.8,8.8
2021-08-15,Delhi,32.9,6.8
2021-08-16,Delhi,32.9,6.7
2021-08-17,Delhi,33.4,4.4
2021-08-18,Delhi,33.1,3.5
2021-08-19,Delhi,32.3,4.2
2021-08-20,Delhi,28.5,7.6
2021-08-21,Delhi,27.8,5.9
2021-08-22,Delhi,30.1,6.1
2021-08-23,Delhi,31.2,3.6
2021-08-24,Delhi,31.2,3.9
2021-08-25,Delhi,33.1,12.6
2021-08-26,Delhi,31.7,11.2
2021-08-27,Delhi,31.5,7.4
2021-08-28,Delhi,31.4,5.3
2021-08-29,Delhi,30.4,6.6
2021-08-30,Delhi,30.4,7.7
2021-08-31,Delhi,27.4,6.2
2021-09-01,Delhi,26.8,5.7
2021-09-02,Delhi,27.6,3.8
2021-09-03,Delhi,31.0,4.5
2021-09-04,Delhi,28.4,3.5
2021-09-05,Delhi,31.0,3.6
2021-09-06,Delhi,31.2,3.0
2021-09-07,Delhi,30.6,5.1
2021-09-08,Delhi,29.6,9.2
2021-09-09,Delhi,30.2,8.4
2021-09-10,Delhi,28.3,7.2
2021-09-11,Delhi,25.1,8.2
2021-09-12,Delhi,28.0,4.6
2021-09-13,Delhi,27.6,2.4
2021-09-14,Delhi,30.2,4.9
2021-09-15,Delhi,31.3,6.3
2021-09-16,Delhi,26.1,5.5
2021-09-17,Delhi,28.3,5.9
2021-09-18,Delhi,29.6,5.1
2021-09-19,Delhi,30.1,5.5
2021-09-20,Delhi,30.6,4.9
2021-09-21,Delhi,30.0,4.6
2021-09-22,Delhi,28.3,5.1
2021-09-23,Delhi,28.4,5.1
2021-09-24,Delhi,28.2,4.7
2021-09-25,Delhi,28.8,3.3
2021-09-26,Delhi,29.1,5.6
2021-09-27,Delhi,29.7,3.2
2021-09-28,Delhi,30.3,4.1
2021-09-29,Delhi,30.6,4.7
2021-09-30,Delhi,30.3,3.5
2021-10-01,Delhi,29.8,1.9
2021-10-02,Delhi,30.3,4.5
2021-10-03,Delhi,30.4,7.0
2021-10-04,Delhi,31.2,4.2
2021-10-05,Delhi,30.3,2.2
2021-10-06,Delhi,30.7,3.9
2021-10-07,Delhi,28.4,4.3
2021-10-08,Delhi,28.6,3.6
2021-10-09,Delhi,28.8,3.2
2021-10-10,Delhi,28.9,2.9
2021-10-11,Delhi,28.7,1.7
2021-10-12,Delhi,28.5,2.4
2021-10-13,Delhi,27.0,3.4
2021-10-14,Delhi,26.0,3.7
2021-10-15,Delhi,26.1,3.2
2021-10-16,Delhi,27.0,1.0
2021-10-17,Delhi,24.2,5.6
2021-10-18,Delhi,22.1,6.1
2021-10-19,Delhi,25.6,8.6
2021-10-20,Delhi,25.3,5.0
2021-10-21,Delhi,24.3,6.4
2021-10-22,Delhi,24.6,6.2
2021-10-23,Delhi,24.6,3.5
2021-10-24,Delhi,23.9,4.3
2021-10-25,Delhi,22.2,2.2
2021-10-26,Delhi,21.6,4.3
2021-10-27,Delhi,21.1,4.3
2021-10-28,Delhi,21.2,3.6
2021-10-29,Delhi,21.1,1.2
2021-10-30,Delhi,21.5,4.6
2021-10-31,Delhi,21.7,5.8
2021-11-01,Delhi,21.6,3.3
2021-11-02,Delhi,21.4,3.1
2021-11-03,Delhi,21.6,2.1
2021-11-04,Delhi,20.9,2.0
2021-11-05,Delhi,20.2,1.8
2021-11-06,Delhi,20.3,4.5
2021-11-07,Delhi,20.4,3.2
2021-11-08,Delhi,20.2,2.9
2021-11-09,Delhi,20.2,3.1
2021-11-10,Delhi,20.6,2.6
2021-11-11,Delhi,19.0,1.3
2021-11-12,Delhi,18.9,2.0
2021-11-13,Delhi,18.8,2.1
2021-11-14,Delhi,18.1,0.9
2021-11-15,Delhi,17.7,1.2
2021-11-16,Delhi,17.5,2.0
2021-11-17,Delhi,17.2,0.9
2021-11-18,Delhi,17.8,0.5
2021-11-19,Delhi,18.3,1.1
2021-11-20,Delhi,18.4,1.6
2021-11-21,Delhi,18.3,3.9
2021-11-22,Delhi,18.3,7.4
2021-11-23,Delhi,17.7,4.9
2021-11-24,Delhi,17.1,1.2
2021-11-25,Delhi,17.5,0.7
2021-11-26,Delhi,17.7,1.1
2021-11-27,Delhi,17.6,1.8
2021-11-28,Delhi,17.8,0.8
2021-11-29,Delhi,17.2,5.1
2021-11-30,Delhi,17.0,3.5
2021-12-01,Delhi,16.8,0.8
2021-12-02,Delhi,16.9,2.2
2021-12-03,Delhi,17.4,2.5
2021-12-04,Delhi,17.9,1.6
2021-12-05,Delhi,17.8,1.5
2021-12-06,Delhi,18.2,2.7
2021-12-07,Delhi,16.9,4.2
2021-12-08,Delhi,15.7,2.5
2021-12-09,Delhi,15.3,1.6
2021-12-10,Delhi,15.5,3.2
2021-12-11,Delhi,14.9,3.5
2021-12-12,Delhi,14.2,1.4
2021-12-13,Delhi,13.8,1.2
2021-12-14,Delhi,14.1,1.6
2021-12-15,Delhi,13.7,2.3
2021-12-16,Delhi,13.7,2.7
2021-12-17,Delhi,13.2,5.9
2021-12-18,Delhi,11.7,9.1
2021-12-19,Delhi,11.4,6.6
2021-12-20,Delhi,10.8,3.5
2021-12-21,Delhi,12.2,1.9
2021-12-22,Delhi,12.9,1.5
2021-12-23,Delhi,13.4,1.9
2021-12-24,Delhi,14.0,1.7
2021-12-25,Delhi,14.2,1.1
2021-12-26,Delhi,14.9,2.8
2021-12-27,Delhi,15.0,1.4
2021-12-28,Delhi,12.9,1.8
2021-12-29,Delhi,13.3,2.7
2021-12-30,Delhi,11.0,1.3
2021-12-31,Delhi,10.8,3.3
2022-01-01,Delhi,11.4,2.8
2022-01-02,Delhi,12.1,2.2
2022-01-03,Delhi,13.2,2.6
2022-01-04,Delhi,15.2,1.7
2022-01-05,Delhi,13.3,3.8
2022-01-06,Delhi,16.2,5.4
2022-01-07,Delhi,17.0,8.1
2022-01-08,Delhi,15.7,8.4
2022-01-09,Delhi,13.6,6.1
2022-01-10,Delhi,12.6,4.3
2022-01-11,Delhi,12.2,4.8
2022-01-12,Delhi,12.2,3.8
2022-01-13,Delhi,11.5,1.1
2022-01-14,Delhi,10.9,1.8
2022-01-15,Delhi,10.6,3.4
2022-01-16,Delhi,11.2,3.8
2022-01-17,Delhi,11.2,3.9
2022-01-18,Delhi,11.1,5.6
2022-01-19,Delhi,12.1,3.8
2022-01-20,Delhi,13.0,3.3
2022-01-21,Delhi,13.0,2.8
2022-01-22,Delhi,13.1,9.0
2022-01-23,Delhi,12.3,4.2
2022-01-24,Delhi,11.0,2.8
2022-01-25,Delhi,10.7,5.6
2022-01-26,Delhi,11.1,5.4
2022-01-27,Delhi,11.9,7.2
2022-01-28,Delhi,12.3,9.1
2022-01-29,Delhi,12.9,4.5
2022-01-30,Delhi,14.2,8.8
2022-01-31,Delhi,14.4,3.3
2022-02-01,Delhi,14.3,4.7
2022-02-02,Delhi,14.4,7.1
2022-02-03,Delhi,13.1,11.5
2022-02-04,Delhi,13.6,7.1
2022-02-05,Delhi,13.5,2.4
2022-02-06,Delhi,13.3,2.0
2022-02-07,Delhi,16.6,3.3
2022-02-08,Delhi,18.2,2.3
2022-02-09,Delhi,16.5,5.4
2022-02-10,Delhi,16.1,6.6
2022-02-11,Delhi,15.0,8.8
2022-02-12,Delhi,15.5,6.6
2022-02-13,Delhi,16.7,2.7
2022-02-14,Delhi,17.2,2.8
2022-02-15,Delhi,17.6,2.4
2022-02-16,Delhi,17.5,2.6
2022-02-17,Delhi,17.8,3.2
2022-02-18,Delhi,18.1,3.9
2022-02-19,Delhi,18.2,4.8
2022-02-20,Delhi,17.7,9.7
2022-02-21,Delhi,17.5,5.8
2022-02-22,Delhi,18.5,10.9
2022-02-23,Delhi,19.3,6.6
2022-02-24,Delhi,19.0,3.5
2022-02-25,Delhi,19.6,3.9
2022-02-26,Delhi,19.2,12.0
2022-02-27,Delhi,19.3,4.0
2022-02-28,Delhi,18.9,6.3
2022-03-01,Delhi,17.8,4.0
2022-03-02,Delhi,18.6,3.7
2022-03-03,Delhi,21.1,3.2
2022-03-04,Delhi,20.4,7.3
2022-03-05,Delhi,20.1,9.6
2022-03-06,Delhi,20.1,3.9
2022-03-07,Delhi,21.4,2.8
2022-03-08,Delhi,22.3,4.0
2022-03-09,Delhi,22.7,4.8
2022-03-10,Delhi,22.9,7.1
2022-03-11,Delhi,23.1,6.9
2022-03-12,Delhi,23.5,8.3
2022-03-13,Delhi,24.2,4.9
2022-03-14,Delhi,25.2,3.6
2022-03-15,Delhi,27.0,4.9
2022-03-16,Delhi,28.2,10.1
2022-03-17,Delhi,28.2,3.8
2022-03-18,Delhi,28.6,5.3
2022-03-19,Delhi,28.4,3.3
2022-03-20,Delhi,29.3,3.9
2022-03-21,Delhi,28.2,4.6
2022-03-22,Delhi,28.0,8.9
2022-03-23,Delhi,28.0,5.2
2022-03-24,Delhi,27.8,5.7
2022-03-25,Delhi,27.1,7.3
2022-03-26,Delhi,27.3,12.8
2022-03-27,Delhi,28.6,8.9
2022-03-28,Delhi,29.3,4.7
2022-03-29,Delhi,29.1,5.3
2022-03-30,Delhi,29.6,3.2
2022-03-31,Delhi,29.7,3.7
2022-04-01,Delhi,29.3,6.6
2022-04-02,Delhi,28.6,3.3
2022-04-03,Delhi,29.1,3.9
2022-04-04,Delhi,29.0,7.3
2022-04-05,Delhi,29.0,5.4
2022-04-06,Delhi,29.5,5.7
2022-04-07,Delhi,30.0,5.1
2022-04-08,Delhi,30.6,4.4
2022-04-09,Delhi,31.4,4.6
2022-04-10,Delhi,32.2,5.6
2022-04-11,Delhi,31.9,6.5
2022-04-12,Delhi,31.5,4.9
2022-04-13,Delhi,31.4,4.2
2022-04-14,Delhi,31.8,9.4
2022-04-15,Delhi,31.3,5.2
2022-04-16,Delhi,31.2,3.8
2022-04-17,Delhi,31.9,4.1
2022-04-18,Delhi,32.6,3.3
2022-04-19,Delhi,33.2,8.2
2022-04-20,Delhi,33.2,8.2
2022-04-21,Delhi,30.6,5.8
2022-04-22,Delhi,30.2,4.1
2022-04-23,Delhi,30.2,4.6
2022-04-24,Delhi,31.4,9.2
2022-04-25,Delhi,32.2,10.2
2022-04-26,Delhi,32.3,5.2
2022-04-27,Delhi,32.6,4.9
2022-04-28,Delhi,33.6,5.8
2022-04-29,Delhi,34.4,6.8
2022-04-30,Delhi,34.3,5.1
2022-05-01,Delhi,33.3,8.0
2022-05-02,Delhi,33.4,9.6
2022-05-03,Delhi,33.2,7.4
2022-05-04,Delhi,31.8,8.9
2022-05-05,Delhi,30.2,5.3
2022-05-06,Delhi,32.0,3.8
2022-05-07,Delhi,31.9,3.5
2022-05-08,Delhi,33.1,5.5
2022-05-09,Delhi,33.5,8.8
2022-05-10,Delhi,33.9,7.8
2022-05-11,Delhi,34.6,7.5
2022-05-12,Delhi,35.4,7.3
2022-05-13,Delhi,35.1,6.7
2022-05-14,Delhi,36.2,4.9
2022-05-15,Delhi,36.6,6.0
2022-05-16,Delhi,36.0,8.9
2022-05-17,Delhi,34.2,7.1
2022-05-18,Delhi,35.0,5.8
2022-05-19,Delhi,35.2,5.2
2022-05-20,Delhi,36.3,6.0
2022-05-21,Delhi,33.9,10.7
2022-05-22,Delhi,33.5,7.6
2022-05-23,Delhi,25.7,15.0
2022-05-24,Delhi,27.5,8.3
2022-05-25,Delhi,29.6,5.5
2022-05-26,Delhi,30.6,4.6
2022-05-27,Delhi,31.9,9.1
2022-05-28,Delhi,33.5,7.1
2022-05-29,Delhi,33.4,9.1
2022-05-30,Delhi,31.4,8.8
2022-05-31,Delhi,31.9,5.3
2022-06-01,Delhi,33.7,7.8
2022-06-02,Delhi,34.2,6.6
2022-06-03,Delhi,34.6,7.6
2022-06-04,Delhi,35.3,7.2
2022-06-05,Delhi,35.9,11.2
2022-06-06,Delhi,35.6,8.5
2022-06-07,Delhi,36.1,13.9
2022-06-08,Delhi,36.8,14.8
2022-06-09,Delhi,36.2,10.8
2022-06-10,Delhi,36.7,14.7
2022-06-11,Delhi,36.9,15.5
2022-06-12,Delhi,37.2,12.4
2022-06-13,Delhi,37.0,15.1
2022-06-14,Delhi,35.4,15.8
2022-06-15,Delhi,35.9,15.2
2022-06-16,Delhi,34.1,10.4
2022-06-17,Delhi,28.4,8.3
2022-06-18,Delhi,29.3,7.6
2022-06-19,Delhi,27.8,5.6
2022-06-20,Delhi,29.8,5.8
2022-06-21,Delhi,29.1,6.5
2022-06-22,Delhi,30.3,6.6
2022-06-23,Delhi,32.3,6.2
2022-06-24,Delhi,33.2,5.4
2022-06-25,Delhi,32.9,4.0
2022-06-26,Delhi,34.2,8.3
2022-06-27,Delhi,35.4,8.8
2022-06-28,Delhi,35.6,6.1
2022-06-29,Delhi,34.9,9.1
2022-06-30,Delhi,26.7,7.9
2022-07-01,Delhi,28.5,5.0
2022-07-02,Delhi,30.7,5.3
2022-07-03,Delhi,31.1,6.3
2022-07-04,Delhi,32.6,4.1
2022-07-05,Delhi,33.8,5.5
2022-07-06,Delhi,34.2,8.3
2022-07-07,Delhi,34.1,8.5
2022-07-08,Delhi,34.3,7.6
2022-07-09,Delhi,32.1,7.7
2022-07-10,Delhi,30.7,6.8
2022-07-11,Delhi,31.9,3.5
2022-07-12,Delhi,30.3,4.2
2022-07-13,Delhi,31.1,4.3
2022-07-14,Delhi,32.2,6.1
2022-07-15,Delhi,33.2,8.8
2022-07-16,Delhi,29.8,7.2
2022-07-17,Delhi,29.6,4.7
2022-07-18,Delhi,32.8,2.9
2022-07-19,Delhi,32.1,5.3
2022-07-20,Delhi,29.6,5.5
2022-07-21,Delhi,28.7,2.4
2022-07-22,Delhi,29.3,4.7
2022-07-23,Delhi,30.1,7.8
2022-07-24,Delhi,30.6,8.4
2022-07-25,Delhi,30.7,9.0
2022-07-26,Delhi,30.3,9.0
2022-07-27,Delhi,30.2,6.1
2022-07-28,Delhi,28.7,3.8
2022-07-29,Delhi,28.1,4.9
2022-07-30,Delhi,28.1,4.4
2022-07-31,Delhi,28.7,4.2
2022-08-01,Delhi,29.8,5.2
2022-08-02,Delhi,31.6,6.3
2022-08-03,Delhi,30.9,3.2
2022-08-04,Delhi,29.9,4.2
2022-08-05,Delhi,28.2,4.6
2022-08-06,Delhi,30.5,3.1
2022-08-07,Delhi,27.5,4.3
2022-08-08,Delhi,30.9,3.2
2022-08-09,Delhi,32.7,4.9
2022-08-10,Delhi,33.0,7.0
2022-08-11,Delhi,30.2,10.5
2022-08-12,Delhi,32.1,9.4
2022-08-13,Delhi,31.4,6.6
2022-08-14,Delhi,29.6,4.9
2022-08-15,Delhi,29.5,8.5
2022-08-16,Delhi,29.0,12.4
2022-08-17,Delhi,29.9,11.0
2022-08-18,Delhi,31.4,6.9
2022-08-19,Delhi,31.5,8.9
2022-08-20,Delhi,29.9,3.9
2022-08-21,Delhi,31.1,3.8
2022-08-22,Delhi,32.1,6.4
2022-08-23,Delhi,31.1,13.0
2022-08-24,Delhi,29.5,8.7
2022-08-25,Delhi,29.7,3.8
2022-08-26,Delhi,30.7,5.8
2022-08-27,Delhi,31.2,9.7
2022-08-28,Delhi,30.8,8.6
2022-08-29,Delhi,30.3,4.3
2022-08-30,Delhi,29.9,2.9
2022-08-31,Delhi,31.7,5.8
2022-09-01,Delhi,32.0,4.5
2022-09-02,Delhi,31.5,4.4
2022-09-03,Delhi,32.0,7.2
2022-09-04,Delhi,32.2,8.1
2022-09-05,Delhi,31.9,5.9
2022-09-06,Delhi,31.5,5.9
2022-09-07,Delhi,31.8,3.2
2022-09-08,Delhi,32.2,2.8
2022-09-09,Delhi,32.0,4.4
2022-09-10,Delhi,31.8,6.0
2022-09-11,Delhi,31.7,6.1
2022-09-12,Delhi,31.8,6.9
2022-09-13,Delhi,30.1,8.9
2022-09-14,Delhi,27.8,10.0
2022-09-15,Delhi,26.6,9.0
2022-09-16,Delhi,24.9,3.8
2022-09-17,Delhi,28.8,4.4
2022-09-18,Delhi,29.2,3.2
2022-09-19,Delhi,29.3,3.1
2022-09-20,Delhi,28.9,3.0
2022-09-21,Delhi,28.1,3.0
2022-09-22,Delhi,26.4,6.1
2022-09-23,Delhi,25.8,6.5
2022-09-24,Delhi,25.3,8.6
2022-09-25,Delhi,27.1,5.7
2022-09-26,Delhi,28.1,3.3
2022-09-27,Delhi,28.6,4.0
2022-09-28,Delhi,29.3,3.9
2022-09-29,Delhi,29.0,3.6
2022-09-30,Delhi,28.8,3.1
2022-10-01,Delhi,28.8,3.6
2022-10-02,Delhi,29.0,4.5
2022-10-03,Delhi,28.9,6.8
2022-10-04,Delhi,28.7,3.6
2022-10-05,Delhi,28.6,2.9
2022-10-06,Delhi,27.2,7.1
2022-10-07,Delhi,24.8,8.2
2022-10-08,Delhi,22.4,9.8
2022-10-09,Delhi,22.0,9.2
2022-10-10,Delhi,22.1,6.2
2022-10-11,Delhi,25.0,1.1
2022-10-12,Delhi,25.0,2.5
2022-10-13,Delhi,24.7,3.1
2022-10-14,Delhi,25.3,4.1
2022-10-15,Delhi,25.2,2.5
2022-10-16,Delhi,24.9,1.4
2022-10-17,Delhi,24.9,3.0
2022-10-18,Delhi,25.3,2.1
2022-10-19,Delhi,25.4,1.3
2022-10-20,Delhi,24.9,1.3
2022-10-21,Delhi,25.0,2.2
2022-10-22,Delhi,24.9,2.9
2022-10-23,Delhi,23.6,1.4
2022-10-24,Delhi,23.0,3.0
2022-10-25,Delhi,23.0,5.1
2022-10-26,Delhi,23.1,2.2
2022-10-27,Delhi,23.2,2.0
