date,spend_agency_jump__prospecting__adset_tt_broad,spend_agency_jump__prospecting__adset_tt_custom,spend_agency_jump__prospecting__adset_tt_int,spend_agency_jump__prospecting__adset_tt_interest,spend_agency_jump__prospecting__adset_tt_interests,spend_agency_jump__prospecting__adset_tt_lal,spend_agency_jump__prospecting__adset_tt_other,spend_agency_jump__retargeting__adset_tt_atc,spend_agency_jump__retargeting__adset_tt_custom,spend_agency_jump__retargeting__adset_tt_other,spend_agency_non_jump__prospecting__adset_tt_other,spend_agency_non_jump__retargeting__adset_tt_other,spend_other,impressions_agency_jump__prospecting__adset_tt_broad,impressions_agency_jump__prospecting__adset_tt_custom,impressions_agency_jump__prospecting__adset_tt_int,impressions_agency_jump__prospecting__adset_tt_interest,impressions_agency_jump__prospecting__adset_tt_interests,impressions_agency_jump__prospecting__adset_tt_lal,impressions_agency_jump__prospecting__adset_tt_other,impressions_agency_jump__retargeting__adset_tt_atc,impressions_agency_jump__retargeting__adset_tt_custom,impressions_agency_jump__retargeting__adset_tt_other,impressions_agency_non_jump__prospecting__adset_tt_other,impressions_agency_non_jump__retargeting__adset_tt_other,impressions_other,aws_purchases,aws_revenue
2022-10-07,30703.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.81,0.0,0.0,0.0,0.0,695585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8427.0,0.0,0.0,0.0,0.0,174.0,25358.16
2022-10-08,33407.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.4200000000001,0.0,0.0,0.0,0.0,775330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8582.0,0.0,0.0,0.0,0.0,193.0,29769.26
2022-10-09,32631.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.11999999999995,0.0,0.0,0.0,0.0,766707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8638.0,0.0,0.0,0.0,0.0,197.0,34299.34
2022-10-10,27293.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.78000000000003,0.0,0.0,0.0,0.0,637554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9556.0,0.0,0.0,0.0,0.0,168.0,25889.77
2022-10-11,28720.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.10999999999996,0.0,0.0,0.0,0.0,638824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8862.0,0.0,0.0,0.0,0.0,146.0,20595.08
2022-10-12,28834.489999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.21000000000004,0.0,0.0,0.0,0.0,598684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8915.0,0.0,0.0,0.0,0.0,148.0,23139.13
2022-10-13,32567.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.22999999999996,0.0,0.0,0.0,0.0,680309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10698.0,0.0,0.0,0.0,0.0,197.0,30287.1
2022-10-14,33275.909999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.06,0.0,0.0,0.0,0.0,595133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8993.0,0.0,0.0,0.0,0.0,224.0,33127.82
2022-10-15,43953.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.38,0.0,0.0,0.0,0.0,766606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4788.0,0.0,0.0,0.0,0.0,275.0,38902.99
2022-10-16,45240.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0,46477.090000000004
2022-10-17,35658.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,32724.65
2022-10-18,30217.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,24400.65
2022-10-19,28181.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,19124.41
2022-10-20,32730.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.84,0.0,0.0,0.0,0.0,645785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.0,0.0,0.0,0.0,0.0,166.0,25518.32
2022-10-21,36108.0,0.0,0.0,0.0,1706.4099999999999,0.0,0.0,0.0,482.73,0.0,0.0,0.0,0.0,687147.0,0.0,0.0,0.0,36430.0,0.0,0.0,0.0,13054.0,0.0,0.0,0.0,0.0,178.0,26154.66
2022-10-22,29795.29,0.0,0.0,0.0,3178.91,0.0,0.0,0.0,400.99000000000007,0.0,0.0,0.0,0.0,592963.0,0.0,0.0,0.0,49262.0,0.0,0.0,0.0,10352.0,0.0,0.0,0.0,0.0,210.0,31319.6
2022-10-23,29039.45,0.0,5.139999999999999,0.0,3078.7000000000003,0.0,0.0,0.0,420.55,0.0,0.0,0.0,0.0,570014.0,0.0,237.0,0.0,54795.0,0.0,0.0,0.0,12026.0,0.0,0.0,0.0,0.0,171.0,23968.5
2022-10-24,22907.68,0.0,5.39,0.0,3092.2400000000002,0.0,0.0,0.0,375.65000000000003,0.0,0.0,0.0,0.0,494973.0,0.0,228.0,0.0,59338.0,0.0,0.0,0.0,11263.0,0.0,0.0,0.0,0.0,147.0,22689.61
2022-10-25,17967.67,0.0,5.1899999999999995,0.0,2558.9700000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409087.0,0.0,137.0,0.0,50977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,17994.670000000002
2022-10-26,21932.14,0.0,2.36,0.0,1370.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482211.0,0.0,63.0,0.0,30657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,18564.32
2022-10-27,28503.82,0.0,0.0,0.0,2856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620823.0,0.0,0.0,0.0,64476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,20898.95
2022-10-28,30589.28,0.0,0.0,0.0,1441.8600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716071.0,0.0,0.0,0.0,45910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,22448.07
2022-10-29,41993.090000000004,0.0,0.0,0.0,4373.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851223.0,0.0,0.0,0.0,114745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,36250.09
2022-10-30,34814.11,0.0,0.0,0.0,4800.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719112.0,0.0,0.0,0.0,92885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,31612.69
2022-10-31,27472.46,0.0,0.0,0.0,3747.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598296.0,0.0,0.0,0.0,61526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,20814.95
2022-11-01,27024.94,0.0,0.0,0.0,1594.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745627.0,0.0,0.0,0.0,26275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,19218.94
2022-11-02,15976.380000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,13687.33
2022-11-03,15451.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,12378.5
2022-11-04,16139.74,0.0,0.0,0.0,930.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374961.0,0.0,0.0,0.0,15954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,11715.14
2022-11-05,17739.73,0.0,0.0,0.0,1022.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435308.0,0.0,0.0,0.0,20852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,15079.55
2022-11-06,16449.49,0.0,0.0,0.0,1077.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423545.0,0.0,0.0,0.0,20093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,12926.8
2022-11-07,11789.12,0.0,0.0,0.0,497.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300477.0,0.0,0.0,0.0,6873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,9404.87
2022-11-08,8775.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,9402.06
2022-11-09,14399.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,15888.93
2022-11-10,17858.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,14915.06
2022-11-11,16671.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,16357.61
2022-11-12,18543.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,16141.16
2022-11-13,16427.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,13020.16
2022-11-14,15258.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,12622.21
2022-11-15,15960.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,15256.82
2022-11-16,14277.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,13146.24
2022-11-17,13692.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,10775.75
2022-11-18,13561.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,13366.17
2022-11-19,12296.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,10628.39
2022-11-20,12235.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,12231.69
2022-11-21,13689.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,9473.88
2022-11-22,10856.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,7344.79
2022-11-23,9347.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,9717.029999999999
2022-11-24,8726.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,6228.45
2022-11-25,8598.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5490.91
2022-11-26,8278.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,6390.08
2022-11-27,7548.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7883.86
2022-11-28,10642.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,9919.27
2022-11-29,10801.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,8316.85
2022-11-30,9639.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7863.3099999999995
2022-12-01,11699.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,7358.29
2022-12-02,12556.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,9368.35
2022-12-03,14364.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,12888.68
2022-12-04,14357.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,12318.51
2022-12-05,11075.94,0.0,0.0,106.57000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245104.0,0.0,0.0,4449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,7459.27
2022-12-06,10025.56,0.0,0.0,244.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217065.0,0.0,0.0,13718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,8102.87
2022-12-07,11765.59,0.0,0.0,247.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239007.0,0.0,0.0,12355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,5672.42
2022-12-08,10587.4,0.0,0.0,248.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199956.0,0.0,0.0,8985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,9053.199999999999
2022-12-09,10354.05,0.0,0.0,250.04000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194798.0,0.0,0.0,9456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,8146.72
2022-12-10,10150.66,0.0,0.0,246.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201955.0,0.0,0.0,9194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,7398.11
2022-12-11,13850.81,0.0,0.0,263.50000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297486.0,0.0,0.0,10761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,11841.12
2022-12-12,11372.17,0.0,0.0,249.82999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235828.0,0.0,0.0,13854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,8863.98
2022-12-13,12616.63,0.0,0.0,244.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252010.0,0.0,0.0,12694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,12641.42
2022-12-14,11619.74,0.0,0.0,241.69000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209166.0,0.0,0.0,8163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,10316.39
2022-12-15,13005.98,0.0,0.0,244.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231210.0,0.0,0.0,8371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,8352.48
2022-12-16,14047.02,0.0,0.0,253.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263771.0,0.0,0.0,10791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,13571.19
2022-12-17,15662.23,0.0,0.0,252.42000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319188.0,0.0,0.0,11322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,18451.56
2022-12-18,17919.21,0.0,0.0,260.96000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336961.0,0.0,0.0,11877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,18239.49
2022-12-19,18653.22,0.0,0.0,260.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356023.0,0.0,0.0,12070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,17327.47
2022-12-20,16135.65,0.0,0.0,245.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363974.0,0.0,0.0,13083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,13651.64
2022-12-21,14155.32,0.0,0.0,237.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327934.0,0.0,0.0,11610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,16441.47
2022-12-22,14906.32,0.0,0.0,249.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353107.0,0.0,0.0,9993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,13233.45
2022-12-23,13486.550000000001,0.0,0.0,238.60000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335055.0,0.0,0.0,10906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,12508.1
2022-12-24,9057.11,0.0,0.0,257.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240835.0,0.0,0.0,13070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,9794.75
2022-12-25,7788.599999999999,0.0,0.0,258.51000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225344.0,0.0,0.0,14053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4796.27
2022-12-26,12842.85,0.0,0.0,250.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392391.0,0.0,0.0,14937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,18106.34
2022-12-27,43780.31,0.0,0.0,237.7,0.0,0.0,0.0,0.0,1522.07,0.0,0.0,0.0,0.0,1277438.0,0.0,0.0,16296.0,0.0,0.0,0.0,0.0,80192.0,0.0,0.0,0.0,0.0,286.0,49962.74
2022-12-28,72159.68,171.91,0.0,245.94,0.0,0.0,0.0,0.0,2074.49,0.0,0.0,0.0,0.0,1939896.0,3063.0,0.0,15732.0,0.0,0.0,0.0,0.0,85457.0,0.0,0.0,0.0,0.0,385.0,68895.46
2022-12-29,51081.5,9.66,0.0,252.88000000000002,0.0,0.0,0.0,0.0,1721.0,0.0,0.0,0.0,0.0,1337432.0,201.0,0.0,11547.0,0.0,0.0,0.0,0.0,64732.0,0.0,0.0,0.0,0.0,268.0,47727.96
2022-12-30,32580.81,4.56,0.0,250.45,0.0,0.0,0.0,0.0,1508.5,0.0,0.0,0.0,0.0,978398.0,85.0,0.0,12313.0,0.0,0.0,0.0,0.0,65186.0,0.0,0.0,0.0,0.0,157.0,25599.379999999997
2022-12-31,34531.1,4.949999999999999,0.0,221.69,0.0,0.0,0.0,0.0,1344.78,0.0,0.0,0.0,0.0,1267836.0,67.0,0.0,9576.0,0.0,0.0,0.0,0.0,58183.0,0.0,0.0,0.0,0.0,194.0,32011.39
2023-01-01,32361.39,5.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1416105.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,25516.829999999998
2023-01-02,21463.61,5.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973955.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,19167.65
2023-01-03,22072.55,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946420.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,20662.5
2023-01-04,38804.65,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1535766.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,33126.95
2023-01-05,40903.95,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1451269.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,33845.83
2023-01-06,49531.24,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1755278.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,38777.74
2023-01-07,55035.64,4.640000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689904.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,59350.869999999995
2023-01-08,55993.75,5.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1651596.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,49442.41
2023-01-09,30054.78,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020545.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,21102.56
2023-01-10,25769.15,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998097.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,23376.5
2023-01-11,26172.12,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973625.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,17689.04
2023-01-12,24328.88,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868993.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,20518.97
2023-01-13,32934.12,5.03,0.0,0.0,481.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1107094.0,195.0,0.0,0.0,13031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,23928.44
2023-01-14,38615.29,4.33,0.0,0.0,496.34000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1230311.0,177.0,0.0,0.0,13105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,34179.92
2023-01-15,34929.8,5.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986544.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,35280.18
2023-01-16,26234.2,5.069999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769696.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,27790.62
2023-01-17,22964.08,5.109999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669569.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,21978.91
2023-01-18,26280.68,4.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789759.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,24199.600000000002
2023-01-19,38158.49,4.789999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040887.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,37041.11
2023-01-20,49752.66,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1166678.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,46593.03
2023-01-21,66171.92,4.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1427413.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,59441.090000000004
